,File ID,English_name,Quality,Time,Date,X,Y,year,type,month,time2,TOD,hour
1817,76077,Bent-beak Riffraff,A,6:20,4/8/2011,29,82.0,2011,song,4,6:00,Morning,6
1818,69888,Bent-beak Riffraff,A,8:30,1/12/2011,48,72.0,2011,song,1,9:00,Morning,9
1820,42738,Bent-beak Riffraff,A,9:00,3/20/2008,64,101.0,2008,song,3,9:00,Morning,9
1821,38495,Bent-beak Riffraff,A,13:50,8/23/2009,50,171.0,2009,song,8,14:00,Day,14
1822,35360,Bent-beak Riffraff,A,7:50,6/5/2009,49,55.0,2009,song,6,8:00,Morning,8
1824,20422,Bent-beak Riffraff,A,8:00,8/29/2007,57,150.0,2007,call,8,8:00,Morning,8
1825,2889,Bent-beak Riffraff,A,7:23,6/9/1997,73,143.0,1997,song,6,7:00,Morning,7
1829,303601,Bent-beak Riffraff,B,7:00,2/2/2016,61,90.0,2016,song,2,7:00,Morning,7
1831,275905,Bent-beak Riffraff,B,8:30,3/16/1997,74,131.0,1997,song,3,9:00,Morning,9
1832,270664,Bent-beak Riffraff,B,9:30,7/28/2010,67,80.0,2010,song,7,10:00,Morning,10
1833,221678,Bent-beak Riffraff,B,9:00,6/29/1995,76,169.0,1995,song,6,9:00,Morning,9
1834,212941,Bent-beak Riffraff,B,9:00,1/29/2015,46,176.0,2015,song,1,9:00,Morning,9
1835,202124,Bent-beak Riffraff,B,8:30,11/25/2008,38,69.0,2008,song,11,9:00,Morning,9
1836,198529,Bent-beak Riffraff,B,6:18,10/2/2014,62,96.0,2014,song,10,6:00,Morning,6
1839,187721,Bent-beak Riffraff,B,6:00,6/20/2013,39,73.0,2013,song,6,6:00,Morning,6
1840,171003,Bent-beak Riffraff,B,8:30,3/21/2014,46,135.0,2014,song,3,9:00,Morning,9
1841,147433,Bent-beak Riffraff,B,10:00,9/4/2013,131,166.0,2013,song,9,10:00,Morning,10
1842,118831,Bent-beak Riffraff,B,8:30,10/22/2011,60,81.0,2011,song,10,9:00,Morning,9
1843,106265,Bent-beak Riffraff,B,7:59,6/28/2012,64,83.0,2012,song,6,8:00,Morning,8
1844,103181,Bent-beak Riffraff,B,8:04,4/10/2003,95,148.0,2003,song,4,8:00,Morning,8
1845,87864,Bent-beak Riffraff,B,5:33,9/30/2011,95,146.0,2011,song,9,6:00,Morning,6
1846,84084,Bent-beak Riffraff,B,8:12,11/18/2010,35,89.0,2010,song,11,8:00,Morning,8
1847,73461,Bent-beak Riffraff,B,6:00,8/14/2006,66,77.0,2006,song,8,6:00,Morning,6
1850,63315,Bent-beak Riffraff,B,6:57,11/1/2002,46,138.0,2002,song,11,7:00,Morning,7
1854,54823,Bent-beak Riffraff,B,8:15,5/30/2010,32,149.0,2010,song,5,8:00,Morning,8
1855,39720,Bent-beak Riffraff,B,8:30,7/29/2009,64,98.0,2009,song,7,9:00,Morning,9
1856,37041,Bent-beak Riffraff,B,9:40,7/7/2009,78,153.0,2009,song,7,10:00,Morning,10
1857,35359,Bent-beak Riffraff,B,7:50,6/5/2009,54,80.0,2009,song,6,8:00,Morning,8
1858,28249,Bent-beak Riffraff,B,8:00,7/26/2008,69,115.0,2008,song,7,8:00,Morning,8
1859,13505,Bent-beak Riffraff,B,7:58,5/12/2007,57,168.0,2007,song,5,8:00,Morning,8
1861,86,Bent-beak Riffraff,B,9:00,9/27/2003,38,107.0,2003,song,9,9:00,Morning,9
1862,401388,Bent-beak Riffraff,C,9:37,11/23/2017,84,155.0,2017,song,11,10:00,Morning,10
1863,247089,Bent-beak Riffraff,C,0:00,4/22/2004,64,93.0,2004,song,4,0:00,Night,0
1864,188528,Bent-beak Riffraff,C,7:30,7/20/2014,62,97.0,2014,song,7,8:00,Morning,8
1865,116198,Bent-beak Riffraff,C,7:15,1/9/2012,48,91.0,2012,song,1,7:00,Morning,7
1866,42724,Bent-beak Riffraff,C,14:45,4/18/2008,48,84.0,2008,other,4,15:00,Day,15
1867,14774,Bent-beak Riffraff,C,6:57,7/30/2007,70,153.0,2007,call,7,7:00,Morning,7
1869,216565,Bent-beak Riffraff,D,0:00,1/10/2006,84,83.0,2006,song,1,0:00,Night,0
1870,94832,Bent-beak Riffraff,D,6:55,1/26/2011,66,179.0,2011,song,1,7:00,Morning,7
1871,394329,Scrawny Jay,A,16:00,10/30/2017,78,158.0,2017,call,10,16:00,Day,16
1872,391621,Scrawny Jay,A,15:30,9/23/2017,62,160.0,2017,call,9,16:00,Day,16
1873,386997,Scrawny Jay,A,9:30,10/9/2006,50,80.0,2006,call,10,10:00,Morning,10
1874,364750,Scrawny Jay,A,6:00,11/18/2016,62,93.0,2016,call,11,6:00,Morning,6
1875,361126,Scrawny Jay,A,8:25,3/8/2017,64,78.0,2017,call,3,8:00,Morning,8
1876,301354,Scrawny Jay,A,6:30,2/13/2012,31,87.0,2012,call,2,7:00,Morning,7
1877,296527,Scrawny Jay,A,8:00,12/19/2015,58,166.0,2015,call,12,8:00,Morning,8
1878,294708,Scrawny Jay,A,16:47,6/10/2015,61,80.0,2015,call,6,17:00,Day,17
1879,273024,Scrawny Jay,A,9:00,10/16/2013,63,83.0,2013,call,10,9:00,Morning,9
1880,273023,Scrawny Jay,A,16:00,10/15/2013,58,95.0,2013,call,10,16:00,Day,16
1881,273022,Scrawny Jay,A,9:00,10/16/2013,62,160.0,2013,call,10,9:00,Morning,9
1882,184571,Scrawny Jay,A,9:00,8/9/1992,52,65.0,1992,call,8,9:00,Morning,9
1883,174636,Scrawny Jay,A,17:15,2/6/2012,57,94.0,2012,song,2,17:00,Day,17
1884,174625,Scrawny Jay,A,8:00,11/1/2012,51,151.0,2012,call,11,8:00,Morning,8
1885,167331,Scrawny Jay,A,16:30,2/9/2014,55,153.0,2014,song,2,17:00,Day,17
1886,153850,Scrawny Jay,A,16:00,11/8/2013,56,78.0,2013,call,11,16:00,Day,16
1887,143351,Scrawny Jay,A,11:00,1/23/2013,63,168.0,2013,song,1,11:00,Day,11
1888,133623,Scrawny Jay,A,9:00,5/7/2013,43,59.0,2013,call,5,9:00,Morning,9
1889,122405,Scrawny Jay,A,10:00,5/13/2012,71,181.0,2012,call,5,10:00,Morning,10
1890,108628,Scrawny Jay,A,14:34,12/18/2011,52,81.0,2011,call,12,15:00,Day,15
1891,78194,Scrawny Jay,A,10:00,5/17/2011,52,97.0,2011,song,5,10:00,Morning,10
1892,78193,Scrawny Jay,A,10:00,5/17/2011,62,171.0,2011,song,5,10:00,Morning,10
1893,78190,Scrawny Jay,A,11:00,5/17/2011,48,157.0,2011,call,5,11:00,Day,11
1894,78187,Scrawny Jay,A,11:00,5/17/2011,54,86.0,2011,call,5,11:00,Day,11
1895,51417,Scrawny Jay,A,6:56,4/26/2010,58,96.0,2010,song,4,7:00,Morning,7
1896,46842,Scrawny Jay,A,9:45,4/14/2010,69,157.0,2010,call,4,10:00,Morning,10
1897,32403,Scrawny Jay,A,16:30,2/22/2000,61,163.0,2000,call,2,17:00,Day,17
1898,32401,Scrawny Jay,A,8:45,2/5/2000,61,75.0,2000,call,2,9:00,Morning,9
1899,32400,Scrawny Jay,A,9:45,2/4/2000,58,119.0,2000,call,2,10:00,Morning,10
1902,2631,Scrawny Jay,A,8:00,2/20/1995,46,85.0,1995,call,2,8:00,Morning,8
1903,2630,Scrawny Jay,A,8:00,2/20/1995,69,165.0,1995,call,2,8:00,Morning,8
1904,1765,Scrawny Jay,A,17:30,12/27/1992,42,48.0,1992,call,12,18:00,Evening,18
1905,376041,Scrawny Jay,B,8:00,5/26/2017,52,67.0,2017,call,5,8:00,Morning,8
1906,366511,Scrawny Jay,B,17:00,12/13/2016,65,161.0,2016,call,12,17:00,Day,17
1907,364126,Scrawny Jay,B,18:00,11/4/2016,48,98.0,2016,call,11,18:00,Evening,18
1908,337874,Scrawny Jay,B,10:30,5/2/2016,52,81.0,2016,call,5,11:00,Day,11
1909,299613,Scrawny Jay,B,7:00,7/22/2011,51,53.0,2011,call,7,7:00,Morning,7
1910,299127,Scrawny Jay,B,7:00,6/18/2012,70,156.0,2012,other,6,7:00,Morning,7
1911,299064,Scrawny Jay,B,11:00,11/23/2011,49,75.0,2011,call,11,11:00,Day,11
1912,290417,Scrawny Jay,B,16:00,9/12/2015,77,151.0,2015,call,9,16:00,Day,16
1913,289907,Scrawny Jay,B,18:30,8/28/2015,53,85.0,2015,call,8,19:00,Evening,19
1914,211414,Scrawny Jay,B,7:40,11/19/2002,80,179.0,2002,call,11,8:00,Morning,8
1915,211413,Scrawny Jay,B,16:20,10/10/2013,57,80.0,2013,call,10,16:00,Day,16
1916,211412,Scrawny Jay,B,15:44,10/10/2013,60,85.0,2013,call,10,16:00,Day,16
1917,186204,Scrawny Jay,B,17:00,11/30/2010,59,90.0,2010,song,11,17:00,Day,17
1918,186203,Scrawny Jay,B,7:00,3/30/2011,48,78.0,2011,call,3,7:00,Morning,7
1919,173444,Scrawny Jay,B,15:00,3/9/2013,70,140.0,2013,call,3,15:00,Day,15
1920,172131,Scrawny Jay,B,9:30,3/28/2014,59,96.0,2014,song,3,10:00,Morning,10
1921,163418,Scrawny Jay,B,13:30,2/11/2011,73,156.0,2011,song,2,14:00,Day,14
1922,150371,Scrawny Jay,B,8:30,9/15/2011,59,162.0,2011,song,9,9:00,Morning,9
1924,82192,Scrawny Jay,B,7:53,7/16/2004,60,159.0,2004,call,7,8:00,Morning,8
1925,78192,Scrawny Jay,B,10:00,5/17/2011,58,159.0,2011,song,5,10:00,Morning,10
1926,78191,Scrawny Jay,B,10:00,5/17/2011,61,97.0,2011,song,5,10:00,Morning,10
1927,78189,Scrawny Jay,B,11:00,5/17/2011,65,155.0,2011,call,5,11:00,Day,11
1928,78188,Scrawny Jay,B,11:00,5/17/2011,71,138.0,2011,call,5,11:00,Day,11
1934,45058,Scrawny Jay,B,10:50,12/26/2009,72,155.0,2009,call,12,11:00,Day,11
1935,32402,Scrawny Jay,B,17:30,2/21/2000,58,174.0,2000,call,2,18:00,Evening,18
1937,15768,Scrawny Jay,B,6:50,8/5/2007,46,90.0,2007,call,8,7:00,Morning,7
1938,14981,Scrawny Jay,B,10:30,11/19/2004,46,85.0,2004,call,11,11:00,Day,11
1939,14575,Scrawny Jay,B,10:00,7/22/2007,68,85.0,2007,call,7,10:00,Morning,10
1940,14511,Scrawny Jay,B,10:10,7/9/2007,67,81.0,2007,call,7,10:00,Morning,10
1942,4627,Scrawny Jay,B,8:53,1/18/2005,51,181.0,2005,call,1,9:00,Morning,9
1943,4625,Scrawny Jay,B,8:50,1/18/2005,66,85.0,2005,call,1,9:00,Morning,9
1944,273021,Scrawny Jay,C,9:00,10/16/2013,51,82.0,2013,call,10,9:00,Morning,9
1945,180151,Scrawny Jay,C,8:00,5/19/2014,52,70.0,2014,call,5,8:00,Morning,8
1946,157395,Scrawny Jay,C,9:00,6/22/2012,67,80.0,2012,song,6,9:00,Morning,9
1948,63268,Scrawny Jay,C,5:54,5/31/2009,64,162.0,2009,call,5,6:00,Morning,6
1952,13081,Scrawny Jay,C,10:30,4/29/2007,49,86.0,2007,call,4,11:00,Day,11
1953,8123,Scrawny Jay,C,16:20,7/14/2006,56,154.0,2006,call,7,16:00,Day,16
1955,4626,Scrawny Jay,C,8:53,1/18/2005,59,89.0,2005,call,1,9:00,Morning,9
1956,2622,Scrawny Jay,C,10:15,2/19/1995,66,82.0,1995,call,2,10:00,Morning,10
1958,315276,Scrawny Jay,E,8:30,4/12/2016,47,79.0,2016,call,4,9:00,Morning,9
1959,378953,Vermillion Trillian,A,6:00,7/8/2017,119,178.0,2017,song,7,6:00,Morning,6
1960,376223,Vermillion Trillian,A,9:00,6/16/2017,85,76.0,2017,song,6,9:00,Morning,9
1961,367784,Vermillion Trillian,A,13:00,3/7/2017,110,150.0,2017,song,3,13:00,Day,13
1962,337449,Vermillion Trillian,A,7:40,8/16/2013,67,75.0,2013,call,8,8:00,Morning,8
1963,337447,Vermillion Trillian,A,15:38,8/15/2013,92,148.0,2013,call,8,16:00,Day,16
1964,301392,Vermillion Trillian,A,12:00,11/4/2015,57,173.0,2015,call,11,12:00,Day,12
1965,180252,Vermillion Trillian,A,17:30,5/25/2014,93,151.0,2014,call,5,18:00,Evening,18
1966,180249,Vermillion Trillian,A,17:30,5/25/2014,84,149.0,2014,call,5,18:00,Evening,18
1967,179669,Vermillion Trillian,A,7:15,5/25/2014,90,87.0,2014,other,5,7:00,Morning,7
1968,171698,Vermillion Trillian,A,7:30,3/30/2014,51,82.0,2014,song,3,8:00,Morning,8
1969,167838,Vermillion Trillian,A,9:17,2/17/2014,104,156.0,2014,call,2,9:00,Morning,9
1970,150395,Vermillion Trillian,A,7:30,10/12/2013,93,153.0,2013,call,10,8:00,Morning,8
1971,139431,Vermillion Trillian,A,6:46,6/20/2013,90,153.0,2013,song,6,7:00,Morning,7
1972,139430,Vermillion Trillian,A,7:13,6/20/2013,52,81.0,2013,other,6,7:00,Morning,7
1973,137538,Vermillion Trillian,A,8:27,6/1/2013,68,81.0,2013,song,6,8:00,Morning,8
1975,18392,Vermillion Trillian,A,11:13,3/9/2008,109,145.0,2008,song,3,11:00,Day,11
1976,18391,Vermillion Trillian,A,10:21,3/9/2008,88,147.0,2008,song,3,10:00,Morning,10
1978,397347,Vermillion Trillian,B,14:00,12/29/2017,64,128.0,2017,call,12,14:00,Day,14
1979,389354,Vermillion Trillian,B,10:30,4/14/2016,101,156.0,2016,song,4,11:00,Day,11
1980,373259,Vermillion Trillian,B,16:30,4/5/2017,90,154.0,2017,song,4,17:00,Day,17
1981,366477,Vermillion Trillian,B,6:43,4/26/2017,71,90.0,2017,song,4,7:00,Morning,7
1982,353003,Vermillion Trillian,B,7:38,3/22/2016,70,68.0,2016,other,3,8:00,Morning,8
1983,350776,Vermillion Trillian,B,9:30,1/9/2017,97,148.0,2017,song,1,10:00,Morning,10
1984,337448,Vermillion Trillian,B,8:02,8/16/2013,90,130.0,2013,call,8,8:00,Morning,8
1985,324405,Vermillion Trillian,B,9:00,4/15/2013,66,83.0,2013,song,4,9:00,Morning,9
1986,309652,Vermillion Trillian,B,9:00,3/22/2016,83,76.0,2016,song,3,9:00,Morning,9
1987,304862,Vermillion Trillian,B,9:00,2/27/2016,79,81.0,2016,call,2,9:00,Morning,9
1988,239357,Vermillion Trillian,B,2:30,5/1/2015,87,82.0,2015,song,5,3:00,Night,3
1989,229714,Vermillion Trillian,B,7:00,4/22/1999,83,156.0,1999,song,4,7:00,Morning,7
1990,229713,Vermillion Trillian,B,9:00,4/6/2002,78,69.0,2002,song,4,9:00,Morning,9
1991,229712,Vermillion Trillian,B,11:00,4/12/2003,90,152.0,2003,song,4,11:00,Day,11
1992,217747,Vermillion Trillian,B,9:30,1/24/2015,72,98.0,2015,call,1,10:00,Morning,10
1993,210872,Vermillion Trillian,B,10:46,10/10/2014,74,86.0,2014,call,10,11:00,Day,11
1994,210869,Vermillion Trillian,B,9:46,10/8/2014,85,152.0,2014,call,10,10:00,Morning,10
1995,210868,Vermillion Trillian,B,9:46,10/8/2014,48,83.0,2014,call,10,10:00,Morning,10
1996,192277,Vermillion Trillian,B,9:00,6/3/2014,74,71.0,2014,call,6,9:00,Morning,9
1997,183272,Vermillion Trillian,B,7:00,5/14/2014,60,111.0,2014,song,5,7:00,Morning,7
1998,173985,Vermillion Trillian,B,17:00,3/6/2014,97,175.0,2014,song,3,17:00,Day,17
1999,171662,Vermillion Trillian,B,7:20,3/30/2014,87,156.0,2014,song,3,7:00,Morning,7
2000,170554,Vermillion Trillian,B,7:45,3/21/2014,90,152.0,2014,song,3,8:00,Morning,8
2001,169066,Vermillion Trillian,B,8:00,3/5/2014,81,87.0,2014,song,3,8:00,Morning,8
2002,167835,Vermillion Trillian,B,9:17,2/17/2014,80,145.0,2014,call,2,9:00,Morning,9
2003,154307,Vermillion Trillian,B,7:30,11/4/2013,82,153.0,2013,call,11,8:00,Morning,8
2004,150394,Vermillion Trillian,B,7:30,10/12/2013,95,158.0,2013,call,10,8:00,Morning,8
2005,145784,Vermillion Trillian,B,8:52,7/26/2013,89,151.0,2013,call,7,9:00,Morning,9
2006,142361,Vermillion Trillian,B,16:30,7/11/2013,117,153.0,2013,other,7,17:00,Day,17
2007,141672,Vermillion Trillian,B,4:49,6/27/2013,51,87.0,2013,song,6,5:00,Morning,5
2009,134674,Vermillion Trillian,B,16:00,5/21/2013,82,144.0,2013,song,5,16:00,Day,16
2010,101242,Vermillion Trillian,B,7:15am,5/15/2012,61,163.0,2012,song,5,7:00,Morning,7
2011,97369,Vermillion Trillian,B,10:45,3/25/2012,72,79.0,2012,song,3,11:00,Day,11
2012,97355,Vermillion Trillian,B,9:30,3/25/2012,54,164.0,2012,song,3,10:00,Morning,10
2013,79976,Vermillion Trillian,B,7:46,6/5/2011,68,82.0,2011,song,6,8:00,Morning,8
2014,71559,Vermillion Trillian,B,9:45am,2/9/2011,89,146.0,2011,call,2,10:00,Morning,10
2015,58481,Vermillion Trillian,B,10:30am,7/21/2010,81,78.0,2010,song,7,11:00,Day,11
2016,52426,Vermillion Trillian,B,8:00am,3/23/2008,83,148.0,2008,song,3,8:00,Morning,8
2017,389355,Vermillion Trillian,C,10:30,4/14/2016,64,77.0,2016,song,4,11:00,Day,11
2018,364447,Vermillion Trillian,C,8:30,4/14/2017,90,174.0,2017,other,4,9:00,Morning,9
2019,364446,Vermillion Trillian,C,8:30,4/14/2017,97,151.0,2017,other,4,9:00,Morning,9
2020,327481,Vermillion Trillian,C,19:00,7/14/2016,95,158.0,2016,song,7,19:00,Evening,19
2021,325739,Vermillion Trillian,C,11:30,7/4/2016,91,160.0,2016,song,7,12:00,Day,12
2022,306353,Vermillion Trillian,C,10:00,2/28/2016,77,95.0,2016,song,2,10:00,Morning,10
2023,287361,Vermillion Trillian,C,13:00,10/22/2015,103,152.0,2015,call,10,13:00,Day,13
2024,287358,Vermillion Trillian,C,13:00,10/22/2015,87,149.0,2015,call,10,13:00,Day,13
2025,283267,Vermillion Trillian,C,10:30,8/14/2015,96,163.0,2015,call,8,11:00,Day,11
2026,283266,Vermillion Trillian,C,10:30,8/14/2015,96,152.0,2015,call,8,11:00,Day,11
2027,283265,Vermillion Trillian,C,10:30,8/14/2015,92,160.0,2015,call,8,11:00,Day,11
2028,184520,Vermillion Trillian,C,17:00,6/30/2014,61,92.0,2014,song,6,17:00,Day,17
2029,144364,Vermillion Trillian,C,12:00,5/15/2011,95,156.0,2011,song,5,12:00,Day,12
2030,141673,Vermillion Trillian,C,14:30,1/2/2009,75,64.0,2009,call,1,15:00,Day,15
2031,100032,Vermillion Trillian,C,9:21,4/30/2012,101,122.0,2012,call,4,9:00,Morning,9
2032,89162,Vermillion Trillian,C,7:30am,10/5/2011,75,88.0,2011,call,10,8:00,Morning,8
2033,52427,Vermillion Trillian,C,8:00am,4/19/2009,88,151.0,2009,call,4,8:00,Morning,8
2034,42461,Vermillion Trillian,C,9:00,6/4/2009,90,153.0,2009,call,6,9:00,Morning,9
2037,305167,Vermillion Trillian,D,16:30,2/28/2016,56,87.0,2016,call,2,17:00,Day,17
2038,305166,Vermillion Trillian,D,16:00,2/28/2016,86,144.0,2016,call,2,16:00,Day,16
2039,236287,Vermillion Trillian,D,17:10,4/12/2015,72,58.0,2015,song,4,17:00,Day,17
2040,236286,Vermillion Trillian,D,17:05,4/12/2015,40,103.0,2015,song,4,17:00,Day,17
2041,153963,Vermillion Trillian,D,14:35,11/5/2013,148,158.0,2013,call,11,15:00,Day,15
